season,pitcher_id,pitcher_team_id,pitcher_team,pitcher_hand,main_rows,pitcher_trackman_id,track_rows,count_error,mix_error,cost,margin
2019,23030,18,KIW_HER,2,803,67828,777,0.08765572764450624,0.207956001162529,0.5035677299695642,0.016662003413107307
2019,23655,16,LOT_GIA,2,2764,548384,2531,0.03684329810408382,0.04728154465556145,0.13140638741520672,1.0267618098234372
2019,23332,17,DOO_BEA,2,618,72447,689,0.28553524531931185,0.09711844474077225,0.47977213480085634,0.048702525779500405
2019,23627,17,DOO_BEA,1,898,67266,815,0.08011658582045822,0.011781065724790096,0.10367871727003841,0.27032024431058943
2019,23590,19,KT_WIZ,1,1113,69041,866,0.1341221338109735,0.037106674164533615,0.20833548214004072,0.14269018295821034
2019,23478,20,LG_TWI,2,2329,76455,2673,0.21097506467389948,0.08235233277082443,0.37567973021554835,0.04428049694427827
2019,22741,20,LG_TWI,2,1054,76650,710,0.3214287365564088,0.3870164453983307,1.0954616273530702,0.13315758626786955
2019,22131,12,MIN_NCD,1,2584,573348,1064,0.10804544887258238,0.07695121318101883,0.26194787523462004,0.29089269914858296
2019,23307,14,HAN_EAG,1,1979,79764,1782,0.0801168237733565,0.15261594951152802,0.3853487227964125,0.18739481004084713
2019,21558,14,HAN_EAG,1,797,63765,697,0.05087955674244782,0.04000728949904442,0.13089413574053665,0.31820736560981633
2019,22435,21,NC_DIN,2,2185,66920,1621,0.21179737516315544,0.10495514422655106,0.42170766361625756,0.08013835850695461
2019,21795,13,SAM_LIO,1,2796,69435,1396,0.09751421733434285,0.12017977237701416,0.33787376208837117,0.03064594872416926
2019,23343,15,KIA_TIG,2,21,60634,250,3.1856990805802905,0.1626666635274887,3.511032407635268,0.7167058670731281
2019,21978,15,KIA_TIG,2,301,60634,250,0.5663145165637369,0.19511133432388306,0.956537185211503,0.6749774501943406
2019,23518,18,KIW_HER,1,1891,68341,1471,0.1304150814009839,0.08679864555597305,0.30401237251293,0.2156278456830858
2019,22915,15,KIA_TIG,2,163,60634,250,1.1768751061144078,0.11264214664697647,1.4021593994083608,0.4235754371905145
2019,23568,17,DOO_BEA,1,791,70425,660,0.003868958449591453,0.09888120740652084,0.20163137326263314,0.2846608778609694
2019,23697,17,DOO_BEA,2,803,61214,648,0.03723250215089102,0.10899726301431656,0.25522702817952414,0.07120840213536184
2019,22908,20,LG_TWI,2,2202,61145,1614,0.23723458878567083,0.09294571727514267,0.42312602333595617,0.010804894307893775
2019,22834,12,MIN_NCD,2,2646,62920,702,0.547381908470121,0.09188812226057053,0.7311581529912621,0.024281073462469216
2019,23440,14,HAN_EAG,2,1482,65769,1694,0.31852708862318213,0.10787654668092728,0.5342801819850367,0.007095642815508896
2019,22596,14,HAN_EAG,2,623,74857,844,0.487997416365169,0.17921097576618195,0.8464193678975329,0.05718807741422882
2019,23672,15,KIA_TIG,2,1771,77637,1154,0.32493250600954937,0.014923110604286194,0.35477872721812176,0.11933668831300626
2019,22094,13,SAM_LIO,2,914,61457,596,0.16926770982959827,0.09749136120080948,0.3642504322312172,1.1197248344483315
2019,23684,15,KIA_TIG,2,167,60634,250,1.1527775545353478,0.06395190954208374,1.2806813736195153,0.6619265810870942
2019,21595,15,KIA_TIG,1,368,64615,230,0.28272670368852815,0.05935719236731529,0.40144108842315873,0.018977208054193007
2019,23781,20,LG_TWI,2,2574,76455,2673,0.11099379813580867,0.14798082411289215,0.406955446361593,0.17626318759606718
2019,23294,16,LOT_GIA,2,79,74630,468,1.8196772398387955,0.08974359184503555,1.9991644235288666,0.7263703390494065
2019,23536,21,NC_DIN,2,416,79358,933,0.8929685708904893,0.09480071067810059,1.0825699922466905,0.20363568747783756
2019,22708,17,DOO_BEA,2,1171,63248,973,0.00803811582122016,0.10996053367853165,0.22795918317828345,0.4969145442595604
2019,23783,20,LG_TWI,1,97,78148,210,0.8398499405138615,0.09503968805074692,1.0299293166153554,1.1583682636691792
2019,23617,12,MIN_NCD,2,168,68910,92,0.1760776536832136,0.09728389978408813,0.37064545325138987,0.6779742585188888
2019,20938,12,MIN_NCD,2,638,78366,384,0.27114567936599165,0.18109627068042755,0.6333382207268468,0.15123406265077133
2019,23206,19,KT_WIZ,1,1533,65048,1272,0.06991055761144516,0.009098087437450886,0.08810673248634693,0.13741686771772077
2019,21622,12,MIN_NCD,1,60,64992,36,0.2645216664136818,0.15599508583545685,0.5765118380845955,0.30822169265684574
2019,21994,15,KIA_TIG,2,1022,65665,448,0.0712519411528616,0.07993476837873459,0.23112147791033077,0.07692786453375522
2019,23110,21,NC_DIN,2,684,79358,933,0.39663595442706523,0.11485002189874649,0.6263359982245582,0.3231309899165735
2019,23772,19,KT_WIZ,2,134,69047,142,0.17347776551801442,0.17988644540309906,0.5332506563242125,0.07822075289457864
2019,22309,14,HAN_EAG,2,1018,74857,844,0.0024292484881280885,0.11008263379335403,0.22259451607483616,0.21963136936409722
2019,22505,14,HAN_EAG,2,220,62611,894,1.5834833432024844,0.08988911658525467,1.7632615763729937,0.054888756429956054
2019,22220,16,LOT_GIA,1,569,64718,456,0.1698546589907668,0.047761838883161545,0.2653783367570899,0.22727167223310563
2019,21813,15,KIA_TIG,2,1099,68639,530,0.024098719232243937,0.16789130866527557,0.3598813365627951,0.002899988187421876
2019,21549,18,KIW_HER,2,2340,67603,1889,0.09338690957830398,0.13664329051971436,0.3666734906177327,0.17573692561936305
2019,23384,20,LG_TWI,2,159,76650,710,1.5646934941199317,0.15895281732082367,1.882599128761579,0.5833115515400538
2019,22540,17,DOO_BEA,2,723,72447,689,0.12884912561819206,0.07740035653114319,0.28364983868047844,0.04870251087833921
2019,21830,21,NC_DIN,1,499,78352,345,0.28174204546774817,0.10080911964178085,0.4833602847513099,0.031241943704299224
2019,22201,19,KT_WIZ,2,873,65058,887,0.1324456815229187,0.07032281160354614,0.273091304730011,0.4741692340846484
2019,23289,14,HAN_EAG,1,524,67737,374,0.15191168635910213,0.18707533180713654,0.5260623499733752,0.09603019761022935
2019,22761,16,LOT_GIA,2,149,74630,468,1.1910685804164212,0.03307132422924042,1.257211228874902,0.6978806748524384
2019,23654,16,LOT_GIA,2,503,74630,468,0.02087239355869208,0.06276338547468185,0.1463991645080558,0.7131155588556979
2019,22820,13,SAM_LIO,2,1375,61457,596,0.23874424338816969,0.18292367458343506,0.6045915925550398,0.3437962265577381
2019,22293,16,LOT_GIA,2,1537,72523,986,0.3924111400919914,0.027570126578211784,0.447551393248415,0.23350698859688812
2019,22302,20,LG_TWI,1,437,79825,625,0.43031284217073207,0.028506672009825706,0.4873261861903835,0.10371274925519103
2019,23787,20,LG_TWI,2,180,76650,710,1.4413702780879323,0.17377953231334686,1.788929342714626,0.5817220968295702
2019,22015,12,MIN_NCD,2,93,69994,23,0.6088369235236004,0.01449265331029892,0.6378222301441983,0.19732336780163928
2019,22978,13,SAM_LIO,2,631,61457,596,0.5393023809582616,0.21441154181957245,0.9681254645974064,0.972731465584272
2019,22851,16,LOT_GIA,2,197,74630,468,0.9134368438181415,0.033723052591085434,0.9808829490003124,0.7663266181483941
2019,22233,17,DOO_BEA,1,293,70425,660,0.9871126660261531,0.1880379170179367,1.3631885000620265,0.010450645555898141
2019,23689,17,DOO_BEA,2,487,61214,648,0.46205136117492795,0.17695461213588715,0.8159605854467022,0.08523642750094851
2019,23150,20,LG_TWI,2,221,76650,710,1.237189927481479,0.030644437298178673,1.2984788020778364,0.9366470177759298
2019,23556,13,SAM_LIO,2,383,61457,596,1.0375492225173923,0.04418356344103813,1.1259163493994686,1.3342562337579666
2019,23653,16,LOT_GIA,2,353,74630,468,0.33240696137890247,0.0769391655921936,0.4862852925632897,0.6661948680415826
2019,22404,15,KIA_TIG,2,255,60634,250,0.7315640894590443,0.19959066808223724,1.1307454256235188,0.6749774501943406
2019,23362,18,KIW_HER,2,326,64051,602,0.7324430864508384,0.10478086024522781,0.9420048069412941,0.23705315359882295
2019,21178,21,NC_DIN,2,165,79358,933,1.8140670043327471,0.09454584866762161,2.0031587016679904,0.2860074141099558
2019,21840,19,KT_WIZ,2,380,60337,441,0.2649396567282425,0.06862551718950272,0.4021906911072479,0.29686104717340367
2019,23561,12,MIN_NCD,2,985,78366,384,0.16260622085910903,0.025893276557326317,0.21439277397376166,0.3039948752812345
2019,22007,21,NC_DIN,2,130,79358,933,2.0508574694881396,0.09494271129369736,2.2407428920755343,0.3231309899165735
2019,23630,16,LOT_GIA,2,929,72523,986,0.11064242382629619,0.01487474050372839,0.14039190483375297,0.6008593689728077
2019,23574,17,DOO_BEA,2,63,76329,137,0.9443775552097327,0.10446571558713913,1.153308986384011,1.6452492075757164
2019,23112,21,NC_DIN,2,438,79358,933,0.8415553796141193,0.06219549477100372,0.9659463691561267,0.18978121804052517
2019,23676,15,KIA_TIG,2,68,60634,250,2.042635029341347,0.036198828369379044,2.115032686080105,0.6864986927532968
2019,21874,13,SAM_LIO,1,635,60146,524,0.4043710060448831,0.07745560258626938,0.5592822112174218,0.3077041076280347
2019,23231,13,SAM_LIO,2,797,61457,596,0.3060831776553101,0.1695472002029419,0.6451775780611939,0.9200812672438561
2019,21279,12,MIN_NCD,1,585,69969,302,0.11783875943686084,0.045745138078927994,0.20932903559471683,0.20879100449337695
2019,23462,15,KIA_TIG,2,161,60634,250,1.189145198706223,0.1614999920129776,1.5121451827321781,0.674977479996663
2019,22925,15,KIA_TIG,2,349,60634,250,0.4188083794551476,0.08752467483282089,0.5938577291207894,0.4669757434451398
2019,23035,19,KT_WIZ,1,1780,65048,1272,0.21920685897390513,0.006274754647165537,0.2317563682682362,0.1337530353876133
2019,21587,17,DOO_BEA,2,137,76329,137,0.17600695341219907,0.10812921077013016,0.3922653749524594,1.6063889190003202
2019,23151,20,LG_TWI,1,232,78148,210,0.026221034381266328,0.05339105427265167,0.13300314292656967,1.0505153999928778
2019,23695,17,DOO_BEA,2,891,72447,689,0.0798256145761016,0.17135630548000336,0.4225382255361083,0.0373110148460718
2019,23054,19,KT_WIZ,2,172,64047,190,0.21508341822791532,0.08031192421913147,0.37570726666617826,0.12877996478908216
2019,21588,21,NC_DIN,2,101,79358,933,2.30108197940502,0.09098249673843384,2.483046972881888,0.09778912292772457
2019,23302,16,LOT_GIA,2,318,74630,468,0.4365127717278323,0.03619642183184624,0.5089056153915248,0.724482998950787
2019,23597,17,DOO_BEA,2,128,76329,137,0.2434482342077322,0.17366890609264374,0.5907860463930197,1.3238967358514593
2019,21699,21,NC_DIN,1,411,62929,353,0.06529373475213074,0.06623359024524689,0.1977609152426245,0.19029014779407571
2019,23636,13,SAM_LIO,2,748,61457,596,0.3694527915879,0.12028954178094864,0.6100318751497973,1.0575065856041848
2019,23005,18,KIW_HER,2,304,64051,602,0.80209148074068,0.1165807917714119,1.0352530642835038,0.27551978596500337
2019,22742,15,KIA_TIG,2,153,60634,250,1.239788931524977,0.18294735252857208,1.6056836365821212,0.6661679433011827
2019,23769,19,KT_WIZ,2,53,69047,142,1.0897684973921695,0.21632345020771027,1.52241539780759,0.009202016412912073
2019,22029,19,KT_WIZ,1,129,69054,146,0.2388270218745827,0.05886097252368927,0.35654896692196125,0.8739559103129473
2019,23204,19,KT_WIZ,2,278,78517,224,0.09892261937297508,0.15330076217651367,0.40552414372600243,0.3075750825020078
2019,22597,19,KT_WIZ,2,221,64047,190,0.03430236914658469,0.12376391142606735,0.2818301919987194,0.0897724528542776
2019,23498,16,LOT_GIA,2,672,74630,468,0.31004145513205117,0.04449919983744621,0.3990398548069436,0.10585435633752738
2019,23771,19,KT_WIZ,2,23,69047,142,1.9006987136084983,0.11609029769897461,2.1328793090064475,0.15696374875277108
2019,23383,20,LG_TWI,2,237,76650,710,1.1675966356822833,0.20758362114429474,1.5827638779708728,0.7459836167384752
2019,22487,13,SAM_LIO,2,1135,61457,596,0.047076824175977805,0.1563066691160202,0.3596901624080182,0.9080143757173476
2019,22234,13,SAM_LIO,2,861,61457,596,0.22893650444142644,0.19886833429336548,0.6266731730281574,0.7651560773315369
2019,23761,21,NC_DIN,1,424,78352,345,0.11922311596997393,0.049487654119729996,0.21819842420943392,0.08453333156030585
2019,23458,15,KIA_TIG,2,144,60634,250,1.3000077915180324,0.07784600555896759,1.4556998026359675,0.7028459892892656
2019,23749,14,HAN_EAG,2,189,62611,894,1.7346219725597507,0.05025625228881836,1.8351344771373874,0.22295127943734894
2019,22905,15,KIA_TIG,2,638,60634,250,0.183162920438928,0.17727066576480865,0.5377042519685453,0.308651639118807
2019,23632,16,LOT_GIA,2,776,72523,986,0.2903866596059501,0.04896225407719612,0.38831116776034236,0.21645969306052493
2019,22640,13,SAM_LIO,1,469,60146,524,0.7068368746809011,0.057675886899232864,0.8221886484793668,0.18248031453864488
2019,23532,21,NC_DIN,2,127,79358,933,2.074024528769674,0.03669648990035057,2.147417508570375,0.31691191272789165
2019,23154,20,LG_TWI,2,61,76650,710,2.5127329243086667,0.07104838639497757,2.654829697098622,0.842358724503673
2019,22729,20,LG_TWI,2,1334,61145,1614,0.2636541871823219,0.10945671051740646,0.48256760821713485,0.41181358844984306
2019,23596,19,KT_WIZ,2,209,64047,190,0.021267482008226146,0.11777985095977783,0.2568271839277818,0.5130610522838834
2019,22922,20,LG_TWI,1,152,78148,210,0.39437949779199855,0.1111111044883728,0.6166017067687442,1.0937587956859334
2019,23115,20,LG_TWI,2,42,76650,710,2.878667193660196,0.12118428200483322,3.1210357576698624,0.6272581045617232
2019,22666,17,DOO_BEA,1,147,70425,660,1.6734801596007198,0.13552653789520264,1.944533235391125,0.0645048834580626
2019,23023,21,NC_DIN,2,219,79358,933,1.5324272463369297,0.07831738144159317,1.689062009220116,0.06795015858465359
2019,22458,21,NC_DIN,2,1465,65933,1524,0.1260696097858771,0.1341201215982437,0.39430985298236454,0.10933040383795589
2019,23748,14,HAN_EAG,1,226,67737,374,0.6865365587511185,0.175524041056633,1.0375846408643845,0.3552107419235302
2019,23497,16,LOT_GIA,2,109,74630,468,1.5012235087202601,0.06647670269012451,1.6341769141005091,0.7832080021038728
2019,23284,14,HAN_EAG,2,239,62611,894,1.5010071213782457,0.02728097327053547,1.5555690679193166,0.35698829353432426
2019,22869,12,MIN_NCD,2,60,69994,23,0.17641600542690794,0.16900020837783813,0.5144164221825842,1.0911502796476236
